,server_timestamp,trade_price,trade_size,is_buyer_maker
666,1603659714269,407.67,0.004,True
667,1603659714269,407.67,0.02,True
668,1603659714269,407.67,2.24,True
669,1603659714499,407.68,0.244,True
670,1603659714499,407.67,2.179,True
671,1603659714500,407.66,0.969,True
672,1603659714500,407.65,6.875,True
673,1603659714724,407.65,0.186,True
674,1603659714725,407.64,0.652,True
675,1603659715117,407.68,2.487,False
676,1603659715118,407.68,0.635,False
677,1603659718551,407.67,0.002,True
678,1603659718552,407.67,0.001,True
679,1603659718552,407.67,0.005,True
680,1603659721033,407.67,0.001,True
681,1603659721036,407.67,0.031,True
682,1603659721036,407.67,0.001,True
683,1603659723119,407.67,0.081,False
684,1603659723119,407.67,0.116,False
685,1603659723119,407.67,0.922,False
686,1603659723119,407.67,0.302,False
687,1603659723119,407.67,1.902,False
688,1603659726748,407.66,0.605,True
689,1603659726748,407.66,0.195,True
690,1603659726748,407.66,0.002,True
691,1603659726748,407.66,0.046,True
692,1603659726748,407.66,0.009,True
693,1603659726748,407.66,4.585,True
694,1603659726831,407.66,4.92,True
695,1603659728350,407.67,0.001,False
696,1603659728950,407.67,0.121,False
697,1603659728952,407.67,0.157,False
698,1603659728952,407.67,0.825,False
699,1603659728952,407.67,0.452,False
700,1603659728952,407.67,0.118,False
701,1603659728952,407.67,0.001,False
702,1603659728953,407.67,0.251,False
703,1603659728953,407.67,0.646,False
704,1603659728953,407.67,0.005,False
705,1603659728953,407.67,0.109,False
706,1603659728953,407.67,0.02,False
707,1603659728953,407.67,0.037,False
708,1603659728953,407.67,0.295,False
709,1603659728953,407.67,0.122,False
710,1603659728954,407.67,0.12,False
711,1603659728955,407.67,0.004,False
712,1603659728955,407.67,1.843,False
713,1603659728955,407.67,0.214,False
714,1603659728955,407.67,1.801,False
715,1603659728955,407.67,5.165,False
716,1603659728955,407.67,0.119,False
717,1603659728955,407.67,0.117,False
718,1603659728955,407.67,4.032,False
719,1603659728955,407.67,5.319,False
720,1603659728955,407.67,0.117,False
721,1603659728956,407.67,0.04,False
722,1603659728956,407.67,0.02,False
723,1603659728956,407.67,0.003,False
724,1603659728956,407.67,0.119,False
725,1603659728956,407.67,1.218,False
726,1603659728956,407.67,0.113,False
727,1603659728956,407.67,9.43,False
728,1603659728956,407.67,0.001,False
729,1603659728956,407.67,0.243,False
730,1603659728956,407.67,1.0,False
731,1603659728956,407.67,0.018,False
732,1603659728956,407.67,0.039,False
733,1603659728956,407.67,1.839,False
734,1603659728956,407.67,6.167,False
735,1603659728956,407.67,0.001,False
736,1603659729014,407.67,0.02,True
737,1603659729109,407.67,0.037,True
738,1603659729193,407.68,0.019,False
739,1603659729193,407.68,0.04,False
740,1603659729193,407.68,0.02,False
741,1603659729193,407.68,0.04,False
742,1603659729194,407.68,0.039,False
743,1603659729194,407.68,0.02,False
744,1603659729250,407.69,0.037,False
745,1603659729250,407.69,0.019,False
746,1603659729508,407.73,0.02,True
747,1603659729618,407.73,0.039,True
748,1603659737830,407.73,0.043,True
749,1603659738070,407.73,0.098,True
750,1603659738301,407.73,0.037,True
751,1603659738533,407.73,0.001,True
752,1603659738533,407.73,0.004,True
753,1603659738533,407.73,0.002,True
754,1603659738533,407.73,0.002,True
755,1603659738533,407.73,0.001,True
756,1603659738533,407.73,0.001,True
757,1603659738533,407.73,0.001,True
758,1603659738533,407.73,0.003,True
759,1603659738534,407.73,0.001,True
760,1603659738534,407.73,0.001,True
761,1603659738534,407.73,0.059,True
762,1603659738535,407.69,0.026,True
763,1603659738763,407.7,0.117,True
764,1603659738995,407.7,0.137,True
765,1603659739220,407.7,0.004,True
766,1603659739882,407.7,0.001,True
767,1603659739884,407.69,0.127,True
